step_index,timestamp_sec,flight_phase,message_type,criticality,latency_budget_ms,system_config,ai_threat_level,ai_threat_score,ai_confidence,is_anomaly,anomaly_score,forecast_trend,preemptive_flag,previous_construction,selected_construction,transition_type,dwell_counter,safety_override_triggered,downgrade_blocked,explainable_reason,ai_inference_time_ms,policy_decision_time_ms,measured_handshake_latency_ms,measured_encap_latency_ms,measured_sign_latency_ms,measured_total_latency_ms,energy_cost_uj,security_margin_bits,deadline_met,scenario_id,scenario_name
6,10.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,11.3,0.9861,False,26.93,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-CRITICAL-V1,ESCALATION,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.533,0.0559,520.0,0.12,0.095,535.8039,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
7,12.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,11.3,0.9861,False,26.93,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,21.2195,0.0407,0.0,0.12,0.095,21.4752,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
8,14.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,11.3,0.9861,False,26.93,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.9882,0.0459,0.0,0.12,0.095,15.2491,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
9,16.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,11.3,0.9861,False,26.93,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,11.017,0.0287,0.0,0.12,0.095,11.2607,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
10,18.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,11.3,0.9861,False,26.93,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,38.2843,0.0316,0.0,0.12,0.095,38.5309,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
11,20.0,DESCENT,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,11.3,0.9861,False,26.93,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.2475,0.0413,0.0,0.12,0.095,15.5038,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
12,22.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],23.2902,0.0445,0.0,0.12,0.095,23.5497,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
13,24.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],22.2019,0.0321,0.0,0.12,0.095,22.449,1450.0,256,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
14,26.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,6.0288,0.033,4.5,0.045,0.035,10.6418,120.0,128,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
15,28.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.1118,0.0285,0.0,0.045,0.035,16.2203,120.0,128,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
1,0.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,INITIAL,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,27.3345,0.0408,62.0,0.085,0.07,89.5303,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
2,2.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.3254,0.0678,0.0,0.085,0.07,16.5482,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
3,4.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.3734,0.0505,0.0,0.085,0.07,16.5789,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
4,6.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,20.0749,0.0319,0.0,0.085,0.07,20.2618,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
5,8.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,13.6931,0.0364,0.0,0.085,0.07,13.8845,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
6,10.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,6.5939,0.0437,0.0,0.085,0.07,6.7926,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
7,12.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,25.8125,0.0375,0.0,0.085,0.07,26.005,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
8,14.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,8.9414,0.0606,0.0,0.085,0.07,9.157,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
9,16.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,28.3214,0.0468,0.0,0.085,0.07,28.5232,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
10,18.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.3552,0.0333,0.0,0.085,0.07,14.5435,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
11,20.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,10.2829,0.0488,0.0,0.085,0.07,10.4867,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
12,22.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,19.9299,0.0512,0.0,0.085,0.07,20.1361,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
13,24.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,33.2307,0.0621,0.0,0.085,0.07,33.4478,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
14,26.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,18.3718,0.0333,0.0,0.085,0.07,18.5601,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
15,28.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,AI_ADAPTIVE,NORMAL,6.84,0.9576,False,26.31,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.7412,0.0711,0.0,0.085,0.07,16.9673,890.0,256,True,S09_DOWNGRADE_ATTEMPT,S09: Adversarial Downgrade Attack
1,0.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,27.54,0.9486,True,100.0,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-BALANCED-V1,INITIAL,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,28.8617,0.0419,8.2,0.052,0.04,37.1956,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
2,2.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.59,0.9468,True,100.0,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,18.286,0.0353,0.0,0.052,0.04,18.4133,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
3,4.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,25.14,0.8895,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,21.2902,0.0489,0.0,0.052,0.04,21.4311,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
4,6.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,27.34,0.7982,True,100.0,STABLE,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,13.3679,0.0346,0.0,0.052,0.04,13.4945,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
5,8.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.8,0.6328,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.7138,0.051,0.0,0.052,0.04,16.8568,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
6,10.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,26.24,0.893,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,18.709,0.0334,0.0,0.052,0.04,18.8344,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
7,12.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,28.39,0.8068,True,99.81,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,22.5496,0.0526,0.0,0.052,0.04,22.6942,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
8,14.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,26.9,0.9208,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.2827,0.0318,0.0,0.052,0.04,14.4065,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
9,16.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,19.74,0.9496,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,5.6318,0.0335,0.0,0.052,0.04,5.7573,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
10,18.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,23.55,0.8992,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,18.5229,0.0457,0.0,0.052,0.04,18.6606,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
11,20.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,26.99,0.973,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.7072,0.0558,0.0,0.052,0.04,14.855,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
12,22.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,22.28,0.9535,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,30.6504,0.0309,0.0,0.052,0.04,30.7733,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
13,24.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,28.45,0.9082,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,5.0435,0.0487,0.0,0.052,0.04,5.1842,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
14,26.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,25.86,0.8874,True,99.99,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.9033,0.0384,0.0,0.052,0.04,17.0337,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
15,28.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,23.88,0.8731,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,11.732,0.0475,0.0,0.052,0.04,11.8715,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
16,30.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,28.4,0.9067,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,12.7574,0.0328,0.0,0.052,0.04,12.8822,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
17,32.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.79,0.9432,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,21.7983,0.0446,0.0,0.052,0.04,21.9349,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
18,34.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,30.06,0.7356,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,37.6949,0.0411,0.0,0.052,0.04,37.828,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
19,36.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,24.97,0.9644,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,17.2063,0.0326,0.0,0.052,0.04,17.3309,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
20,38.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,25.37,0.88,True,100.0,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,13.461,0.6328,0.0,0.052,0.04,14.1858,310.0,192,True,S10_TELEMETRY_PERTURBATION,S10: Systematic Telemetry Perturbation
1,0.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-BALANCED-V1,INITIAL,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,27.8909,0.0435,8.2,0.052,0.04,36.2264,310.0,192,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
2,2.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,51.17,0.4838,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,15.2266,0.0452,62.0,0.085,0.07,77.4268,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
3,4.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,9.77,0.9326,False,22.57,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],23.4451,0.0333,0.0,0.085,0.07,23.6334,890.0,256,True,S11_RAPID_THREAT_OSCILLATION,S11: Rapid Threat Oscillation & Anti-Thrashing
